transaction_id,sender_account,receiver_account,amount,timestamp,debit_status,credit_status,account_valid,beneficiary_match,retry_count,transaction_type,error_label
TXN000219,55580092,86492276,445000,2026-07-23 18:40:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000220,42330281,90939344,989000,2026-07-23 18:50:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000221,32369524,65757588,61000,2026-07-23 19:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000222,22947912,48408035,703000,2026-07-23 19:10:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000223,16636201,52598363,758000,2026-07-23 19:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000224,31893474,54116315,118000,2026-07-23 19:30:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000225,58893867,14170705,629000,2026-07-23 19:40:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000226,60300351,29949600,481000,2026-07-23 19:50:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000227,42276283,37774992,104000,2026-07-23 20:00:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000228,11726337,52830326,608000,2026-07-23 20:10:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000229,48630394,57056865,27000,2026-07-23 20:20:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000230,15352716,48409409,889000,2026-07-23 20:30:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000231,72736097,46057404,898000,2026-07-23 20:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000232,16085220,42494321,90000,2026-07-23 20:50:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000233,43604723,91120574,249000,2026-07-23 21:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000234,12523342,59062493,702000,2026-07-23 21:10:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000235,61999738,27856062,446000,2026-07-23 21:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000236,66925890,36710717,927000,2026-07-23 21:30:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000237,46419960,65607405,294000,2026-07-23 21:40:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000238,40653364,21785608,315000,2026-07-23 21:50:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000239,46478765,19344689,251000,2026-07-23 22:00:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000240,18769998,62422078,143000,2026-07-23 22:10:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000241,19907139,73406597,385000,2026-07-23 22:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000242,59240693,13285802,76000,2026-07-23 22:30:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000243,27789161,19840139,67000,2026-07-23 22:40:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000244,73018504,12949185,513000,2026-07-23 22:50:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000245,86425458,53776074,901000,2026-07-23 23:00:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000246,91907528,11835285,855000,2026-07-23 23:10:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000247,87217800,12164568,445000,2026-07-23 23:20:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000248,79583660,55355127,738000,2026-07-23 23:30:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000249,60322358,75006777,100000,2026-07-23 23:40:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000250,40082795,62340734,366000,2026-07-23 23:50:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000251,20603819,25320774,846000,2026-07-24 00:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000252,32553466,87159828,952000,2026-07-24 00:10:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000253,28214612,68715368,330000,2026-07-24 00:20:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000254,90897901,13154317,871000,2026-07-24 00:30:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000255,60495731,12078128,792000,2026-07-24 00:40:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000256,29733579,59224811,477000,2026-07-24 00:50:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000257,89967400,70782616,389000,2026-07-24 01:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000258,38579242,58997481,145000,2026-07-24 01:10:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000259,98619721,75500235,76000,2026-07-24 01:20:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000260,85383710,71639630,484000,2026-07-24 01:30:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000261,90691809,64466786,198000,2026-07-24 01:40:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000262,40825609,42861898,768000,2026-07-24 01:50:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000263,57298687,11778265,712000,2026-07-24 02:00:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000264,63447836,46669394,804000,2026-07-24 02:10:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000265,68547979,75971942,600000,2026-07-24 02:20:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000266,57691797,78278582,186000,2026-07-24 02:30:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000267,20126538,54556967,482000,2026-07-24 02:40:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000268,60440102,26721645,539000,2026-07-24 02:50:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000269,52868710,74181649,312000,2026-07-24 03:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000270,91817841,27753677,847000,2026-07-24 03:10:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000271,87830006,94769541,610000,2026-07-24 03:20:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000272,63836803,29418624,676000,2026-07-24 03:30:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000273,11461786,20956916,434000,2026-07-24 03:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000274,61264170,21916010,906000,2026-07-24 03:50:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000275,12301955,82711428,978000,2026-07-24 04:00:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000276,70835642,69226576,185000,2026-07-24 04:10:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000277,60819985,58345958,901000,2026-07-24 04:20:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000278,90210792,62295828,648000,2026-07-24 04:30:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000279,71484125,84882458,807000,2026-07-24 04:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000280,93348713,23031796,816000,2026-07-24 04:50:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000281,28194108,50933001,346000,2026-07-24 05:00:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000282,89721879,29770260,908000,2026-07-24 05:10:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000283,46096287,38615707,737000,2026-07-24 05:20:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000284,52730341,39768142,623000,2026-07-24 05:30:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000285,57700042,97850856,63000,2026-07-24 05:40:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000286,18571743,52157024,733000,2026-07-24 05:50:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000287,16456375,20933572,128000,2026-07-24 06:00:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000288,75763716,75301471,479000,2026-07-24 06:10:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000289,33180059,71789168,252000,2026-07-24 06:20:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000290,16835138,69732609,60000,2026-07-24 06:30:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000291,25567703,74881886,540000,2026-07-24 06:40:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000292,93784757,50573776,386000,2026-07-24 06:50:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000293,44014451,44134899,133000,2026-07-24 07:00:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000294,26764918,95199550,472000,2026-07-24 07:10:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000295,20161976,35039631,905000,2026-07-24 07:20:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000296,17024116,18764112,826000,2026-07-24 07:30:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000297,64094258,44658444,86000,2026-07-24 07:40:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000298,87216221,48061903,520000,2026-07-24 07:50:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000299,30344549,57796056,715000,2026-07-24 08:00:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000300,53926557,97410141,521000,2026-07-24 08:10:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000301,35902098,91319043,453000,2026-07-24 08:20:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000302,80193619,74042840,691000,2026-07-24 08:30:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000303,41498562,15994347,650000,2026-07-24 08:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000304,38061326,57146711,820000,2026-07-24 08:50:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000305,58505108,78810178,777000,2026-07-24 09:00:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000306,32270818,43310970,20000,2026-07-24 09:10:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000307,95943190,57649550,156000,2026-07-24 09:20:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000308,80039808,95519487,311000,2026-07-24 09:30:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000309,34387385,63283897,17000,2026-07-24 09:40:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000310,55735283,19787268,238000,2026-07-24 09:50:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000311,47196989,61730063,921000,2026-07-24 10:00:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000312,92219874,28079203,807000,2026-07-24 10:10:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000313,68303897,36395513,646000,2026-07-24 10:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000314,77060569,54739790,287000,2026-07-24 10:30:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000315,37894183,84500617,875000,2026-07-24 10:40:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000316,53569885,70239207,540000,2026-07-24 10:50:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000317,19841334,48805961,871000,2026-07-24 11:00:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000318,26679765,78580720,795000,2026-07-24 11:10:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000319,43847732,79340898,162000,2026-07-24 11:20:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000320,36009654,12117545,375000,2026-07-24 11:30:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000321,58732121,42914028,910000,2026-07-24 11:40:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000322,65309259,52297679,219000,2026-07-24 11:50:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000323,40582299,79540579,364000,2026-07-24 12:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000324,91566014,97063968,435000,2026-07-24 12:10:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000325,65954507,65702619,84000,2026-07-24 12:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000326,32428103,45301394,898000,2026-07-24 12:30:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000327,81278265,81912068,611000,2026-07-24 12:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000328,27610315,53272569,205000,2026-07-24 12:50:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000329,47664820,47981063,289000,2026-07-24 13:00:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000330,26439153,92260697,115000,2026-07-24 13:10:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000331,89604071,76861981,810000,2026-07-24 13:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000332,47771359,21261873,951000,2026-07-24 13:30:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000333,11373130,19673407,35000,2026-07-24 13:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000334,56626153,33390124,384000,2026-07-24 13:50:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000335,69437489,24111491,909000,2026-07-24 14:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000336,12630976,21376157,810000,2026-07-24 14:10:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000337,81759664,37142746,504000,2026-07-24 14:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000338,18397185,82715184,253000,2026-07-24 14:30:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000339,64818322,64963882,727000,2026-07-24 14:40:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000340,28054150,13397081,699000,2026-07-24 14:50:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000341,67296025,37143177,947000,2026-07-24 15:00:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000342,71704529,64765297,926000,2026-07-24 15:10:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000343,42018347,31406329,205000,2026-07-24 15:20:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000344,26905116,55010254,350000,2026-07-24 15:30:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000345,47897390,42689122,809000,2026-07-24 15:40:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000346,33650927,10512413,801000,2026-07-24 15:50:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000347,41062989,94004189,778000,2026-07-24 16:00:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000348,84718537,29342111,234000,2026-07-24 16:10:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000349,59797784,13411549,124000,2026-07-24 16:20:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000350,32931168,53764475,394000,2026-07-24 16:30:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000351,29022666,58867912,334000,2026-07-24 16:40:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000352,99075627,15561654,29000,2026-07-24 16:50:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000353,43086739,30795962,198000,2026-07-24 17:00:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000354,94631113,43210163,366000,2026-07-24 17:10:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000355,27854596,43399163,403000,2026-07-24 17:20:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000356,97249015,72468571,720000,2026-07-24 17:30:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000357,97657414,59040817,690000,2026-07-24 17:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000358,41192797,44876535,224000,2026-07-24 17:50:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000359,33757000,60261419,241000,2026-07-24 18:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000360,12604063,25692524,899000,2026-07-24 18:10:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000361,26683945,52100870,995000,2026-07-24 18:20:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000362,28070321,39302242,748000,2026-07-24 18:30:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000363,74460279,83291301,359000,2026-07-24 18:40:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000364,17680021,15889998,920000,2026-07-24 18:50:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000365,35654138,73590557,63000,2026-07-24 19:00:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000366,48597024,75406636,769000,2026-07-24 19:10:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000367,26496015,54826611,577000,2026-07-24 19:20:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000368,47638732,97697104,792000,2026-07-24 19:30:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000369,66871718,34203106,271000,2026-07-24 19:40:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000370,83359276,82262287,854000,2026-07-24 19:50:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000371,83161664,48041660,577000,2026-07-24 20:00:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000372,19628115,48866512,451000,2026-07-24 20:10:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000373,79516956,67113850,263000,2026-07-24 20:20:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
