transaction_id,sender_account,receiver_account,amount,timestamp,debit_status,credit_status,account_valid,beneficiary_match,retry_count,transaction_type,error_label
TXN000164,56384373,85740493,332000,2026-07-23 09:30:00,Failed,Failed,True,True,3,Bank Transfer,Insufficient Funds
TXN000165,30425194,73480224,169000,2026-07-23 09:40:00,Success,Failed,True,True,0,Bank Transfer,Network Timeout
TXN000166,18079655,23610264,903000,2026-07-23 09:50:00,Success,Success,True,True,3,Bank Transfer,Duplicate Transfer
TXN000167,78896381,14954177,47000,2026-07-23 10:00:00,Success,Failed,True,False,2,Bank Transfer,Beneficiary Mismatch
TXN000168,25245448,47491247,322000,2026-07-23 10:10:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000169,22040610,88784778,702000,2026-07-23 10:20:00,Failed,Failed,True,True,2,Bank Transfer,Bank Service Unavailable
TXN000170,21302498,34713295,452000,2026-07-23 10:30:00,Success,Failed,True,True,4,Bank Transfer,Fraud Review Required
TXN000171,21857207,94749265,589000,2026-07-23 10:40:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000172,67248273,57018632,62000,2026-07-23 10:50:00,Success,Success,True,True,4,Bank Transfer,Successful Transfer
TXN000173,53190980,70966250,116000,2026-07-23 11:00:00,Success,Failed,False,False,4,Bank Transfer,Invalid Account
TXN000174,19440300,21065845,642000,2026-07-23 11:10:00,Failed,Failed,True,True,4,Bank Transfer,Insufficient Funds
TXN000175,73864318,15944860,865000,2026-07-23 11:20:00,Success,Failed,True,True,4,Bank Transfer,Network Timeout
TXN000176,23811748,92018556,718000,2026-07-23 11:30:00,Success,Success,True,True,0,Bank Transfer,Duplicate Transfer
TXN000177,68852716,69076035,201000,2026-07-23 11:40:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000178,57027517,11757433,282000,2026-07-23 11:50:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000179,70690456,65955530,922000,2026-07-23 12:00:00,Failed,Failed,True,True,1,Bank Transfer,Bank Service Unavailable
TXN000180,95608377,91705151,737000,2026-07-23 12:10:00,Success,Failed,True,True,0,Bank Transfer,Fraud Review Required
TXN000181,41704253,98336674,925000,2026-07-23 12:20:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000182,69938813,40751512,364000,2026-07-23 12:30:00,Success,Success,True,True,2,Bank Transfer,Successful Transfer
TXN000183,38596830,72201869,304000,2026-07-23 12:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000184,90093825,37927177,106000,2026-07-23 12:50:00,Failed,Failed,True,True,3,Bank Transfer,Insufficient Funds
TXN000185,93441737,56881760,252000,2026-07-23 13:00:00,Success,Failed,True,True,0,Bank Transfer,Network Timeout
TXN000186,53345817,76608165,21000,2026-07-23 13:10:00,Success,Success,True,True,0,Bank Transfer,Duplicate Transfer
TXN000187,67525230,26434372,929000,2026-07-23 13:20:00,Success,Failed,True,False,2,Bank Transfer,Beneficiary Mismatch
TXN000188,56914230,83624048,113000,2026-07-23 13:30:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000189,13954721,92020478,413000,2026-07-23 13:40:00,Failed,Failed,True,True,0,Bank Transfer,Bank Service Unavailable
TXN000190,54654318,66214871,516000,2026-07-23 13:50:00,Success,Failed,True,True,4,Bank Transfer,Fraud Review Required
TXN000191,14145806,89046619,904000,2026-07-23 14:00:00,Success,Failed,True,True,3,Bank Transfer,Partial Processing
TXN000192,82540863,66425060,414000,2026-07-23 14:10:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000193,38501087,93038751,149000,2026-07-23 14:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000194,27495920,31337664,117000,2026-07-23 14:30:00,Failed,Failed,True,True,2,Bank Transfer,Insufficient Funds
TXN000195,38240438,26040733,166000,2026-07-23 14:40:00,Success,Failed,True,True,3,Bank Transfer,Network Timeout
TXN000196,62904876,97631609,954000,2026-07-23 14:50:00,Success,Success,True,True,0,Bank Transfer,Duplicate Transfer
TXN000197,16061592,95180416,795000,2026-07-23 15:00:00,Success,Failed,True,False,3,Bank Transfer,Beneficiary Mismatch
TXN000198,12266064,48728173,710000,2026-07-23 15:10:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000199,78298005,70808335,430000,2026-07-23 15:20:00,Failed,Failed,True,True,0,Bank Transfer,Bank Service Unavailable
TXN000200,79960551,92797277,966000,2026-07-23 15:30:00,Success,Failed,True,True,3,Bank Transfer,Fraud Review Required
TXN000201,41286637,85500886,62000,2026-07-23 15:40:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000202,37245303,92694103,632000,2026-07-23 15:50:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000203,34134225,31316960,273000,2026-07-23 16:00:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000204,79419332,36074887,774000,2026-07-23 16:10:00,Failed,Failed,True,True,1,Bank Transfer,Insufficient Funds
TXN000205,55085504,23865118,949000,2026-07-23 16:20:00,Success,Failed,True,True,2,Bank Transfer,Network Timeout
TXN000206,92303521,53418349,647000,2026-07-23 16:30:00,Success,Success,True,True,2,Bank Transfer,Duplicate Transfer
TXN000207,49257736,75431682,797000,2026-07-23 16:40:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000208,55409635,37291000,579000,2026-07-23 16:50:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000209,75765301,58453678,246000,2026-07-23 17:00:00,Failed,Failed,True,True,4,Bank Transfer,Bank Service Unavailable
TXN000210,13282886,50564305,638000,2026-07-23 17:10:00,Success,Failed,True,True,4,Bank Transfer,Fraud Review Required
TXN000211,46639483,53903973,570000,2026-07-23 17:20:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000212,78097667,87259447,380000,2026-07-23 17:30:00,Success,Success,True,True,3,Bank Transfer,Successful Transfer
TXN000213,66649925,38644778,151000,2026-07-23 17:40:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000214,94965380,18729752,286000,2026-07-23 17:50:00,Failed,Failed,True,True,1,Bank Transfer,Insufficient Funds
TXN000215,26290432,46093970,592000,2026-07-23 18:00:00,Success,Failed,True,True,2,Bank Transfer,Network Timeout
TXN000216,31573881,36377434,143000,2026-07-23 18:10:00,Success,Success,True,True,4,Bank Transfer,Duplicate Transfer
TXN000217,60843428,48700887,982000,2026-07-23 18:20:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000218,61381555,75606285,812000,2026-07-23 18:30:00,Success,Pending,True,True,3,Bank Transfer,Pending Settlement
TXN000219,44834517,51345721,856000,2026-07-23 18:40:00,Failed,Failed,True,True,3,Bank Transfer,Bank Service Unavailable
TXN000220,45195936,70237155,795000,2026-07-23 18:50:00,Success,Failed,True,True,2,Bank Transfer,Fraud Review Required
TXN000221,23957672,90831218,208000,2026-07-23 19:00:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000222,79306113,90594477,886000,2026-07-23 19:10:00,Success,Success,True,True,3,Bank Transfer,Successful Transfer
TXN000223,53753401,99037516,856000,2026-07-23 19:20:00,Success,Failed,False,False,3,Bank Transfer,Invalid Account
TXN000224,30577871,19468796,794000,2026-07-23 19:30:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000225,84102075,45741319,380000,2026-07-23 19:40:00,Success,Failed,True,True,0,Bank Transfer,Network Timeout
TXN000226,37453128,81833908,457000,2026-07-23 19:50:00,Success,Success,True,True,4,Bank Transfer,Duplicate Transfer
TXN000227,86492060,26408092,379000,2026-07-23 20:00:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000228,38395731,36324983,576000,2026-07-23 20:10:00,Success,Pending,True,True,4,Bank Transfer,Pending Settlement
TXN000229,62708066,80978109,553000,2026-07-23 20:20:00,Failed,Failed,True,True,1,Bank Transfer,Bank Service Unavailable
TXN000230,42921799,19844134,675000,2026-07-23 20:30:00,Success,Failed,True,True,0,Bank Transfer,Fraud Review Required
TXN000231,67022634,63055875,601000,2026-07-23 20:40:00,Success,Failed,True,True,4,Bank Transfer,Partial Processing
TXN000232,57534007,54823540,661000,2026-07-23 20:50:00,Success,Success,True,True,4,Bank Transfer,Successful Transfer
TXN000233,38032879,25638164,879000,2026-07-23 21:00:00,Success,Failed,False,False,1,Bank Transfer,Invalid Account
TXN000234,86281620,32854201,358000,2026-07-23 21:10:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000235,43607955,40453726,758000,2026-07-23 21:20:00,Success,Failed,True,True,2,Bank Transfer,Network Timeout
TXN000236,92046674,56645829,205000,2026-07-23 21:30:00,Success,Success,True,True,4,Bank Transfer,Duplicate Transfer
TXN000237,91965532,43649452,204000,2026-07-23 21:40:00,Success,Failed,True,False,2,Bank Transfer,Beneficiary Mismatch
TXN000238,62529085,77694915,340000,2026-07-23 21:50:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000239,43931992,74614053,563000,2026-07-23 22:00:00,Failed,Failed,True,True,2,Bank Transfer,Bank Service Unavailable
TXN000240,84400437,21145916,234000,2026-07-23 22:10:00,Success,Failed,True,True,1,Bank Transfer,Fraud Review Required
TXN000241,63318739,34141864,964000,2026-07-23 22:20:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000242,54425665,68110497,787000,2026-07-23 22:30:00,Success,Success,True,True,2,Bank Transfer,Successful Transfer
TXN000243,50842955,40893929,194000,2026-07-23 22:40:00,Success,Failed,False,False,4,Bank Transfer,Invalid Account
TXN000244,53384444,52253977,165000,2026-07-23 22:50:00,Failed,Failed,True,True,4,Bank Transfer,Insufficient Funds
TXN000245,83243595,60503659,495000,2026-07-23 23:00:00,Success,Failed,True,True,3,Bank Transfer,Network Timeout
TXN000246,85305730,60068874,356000,2026-07-23 23:10:00,Success,Success,True,True,4,Bank Transfer,Duplicate Transfer
TXN000247,75546694,85799157,372000,2026-07-23 23:20:00,Success,Failed,True,False,0,Bank Transfer,Beneficiary Mismatch
TXN000248,20040661,53522313,907000,2026-07-23 23:30:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000249,68290719,52256195,120000,2026-07-23 23:40:00,Failed,Failed,True,True,4,Bank Transfer,Bank Service Unavailable
TXN000250,53795071,26846230,746000,2026-07-23 23:50:00,Success,Failed,True,True,2,Bank Transfer,Fraud Review Required
TXN000251,13514833,89599460,869000,2026-07-24 00:00:00,Success,Failed,True,True,3,Bank Transfer,Partial Processing
TXN000252,62942410,40386740,654000,2026-07-24 00:10:00,Success,Success,True,True,3,Bank Transfer,Successful Transfer
TXN000253,57876555,66252187,482000,2026-07-24 00:20:00,Success,Failed,False,False,3,Bank Transfer,Invalid Account
TXN000254,46234705,77630991,691000,2026-07-24 00:30:00,Failed,Failed,True,True,4,Bank Transfer,Insufficient Funds
TXN000255,55937414,89594115,425000,2026-07-24 00:40:00,Success,Failed,True,True,2,Bank Transfer,Network Timeout
TXN000256,24168864,31068719,272000,2026-07-24 00:50:00,Success,Success,True,True,0,Bank Transfer,Duplicate Transfer
TXN000257,99399133,60116874,140000,2026-07-24 01:00:00,Success,Failed,True,False,2,Bank Transfer,Beneficiary Mismatch
TXN000258,21872435,75898384,543000,2026-07-24 01:10:00,Success,Pending,True,True,4,Bank Transfer,Pending Settlement
TXN000259,77711719,43651571,412000,2026-07-24 01:20:00,Failed,Failed,True,True,4,Bank Transfer,Bank Service Unavailable
TXN000260,19719991,86353058,403000,2026-07-24 01:30:00,Success,Failed,True,True,3,Bank Transfer,Fraud Review Required
TXN000261,54791352,21216662,738000,2026-07-24 01:40:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000262,73924688,37232543,529000,2026-07-24 01:50:00,Success,Success,True,True,3,Bank Transfer,Successful Transfer
TXN000263,86843392,92029096,445000,2026-07-24 02:00:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000264,76610590,17013200,627000,2026-07-24 02:10:00,Failed,Failed,True,True,2,Bank Transfer,Insufficient Funds
TXN000265,61239126,37207789,661000,2026-07-24 02:20:00,Success,Failed,True,True,3,Bank Transfer,Network Timeout
TXN000266,67225575,97279767,145000,2026-07-24 02:30:00,Success,Success,True,True,2,Bank Transfer,Duplicate Transfer
TXN000267,97456686,63458208,467000,2026-07-24 02:40:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000268,48300745,43188112,439000,2026-07-24 02:50:00,Success,Pending,True,True,0,Bank Transfer,Pending Settlement
TXN000269,28757736,44916507,381000,2026-07-24 03:00:00,Failed,Failed,True,True,4,Bank Transfer,Bank Service Unavailable
TXN000270,97104313,88674106,480000,2026-07-24 03:10:00,Success,Failed,True,True,0,Bank Transfer,Fraud Review Required
TXN000271,71975918,52732523,403000,2026-07-24 03:20:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000272,69967987,20390846,513000,2026-07-24 03:30:00,Success,Success,True,True,1,Bank Transfer,Successful Transfer
TXN000273,75529665,63903601,801000,2026-07-24 03:40:00,Success,Failed,False,False,2,Bank Transfer,Invalid Account
TXN000274,51130229,60645229,590000,2026-07-24 03:50:00,Failed,Failed,True,True,1,Bank Transfer,Insufficient Funds
TXN000275,53410237,51562870,997000,2026-07-24 04:00:00,Success,Failed,True,True,1,Bank Transfer,Network Timeout
TXN000276,16521685,57260562,17000,2026-07-24 04:10:00,Success,Success,True,True,1,Bank Transfer,Duplicate Transfer
TXN000277,81452708,75300323,842000,2026-07-24 04:20:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000278,75033685,92554385,381000,2026-07-24 04:30:00,Success,Pending,True,True,3,Bank Transfer,Pending Settlement
TXN000279,52197323,15654187,348000,2026-07-24 04:40:00,Failed,Failed,True,True,0,Bank Transfer,Bank Service Unavailable
TXN000280,15364608,79036005,664000,2026-07-24 04:50:00,Success,Failed,True,True,3,Bank Transfer,Fraud Review Required
TXN000281,33152384,83116482,838000,2026-07-24 05:00:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000282,65904615,10210778,358000,2026-07-24 05:10:00,Success,Success,True,True,3,Bank Transfer,Successful Transfer
TXN000283,30925831,11720876,46000,2026-07-24 05:20:00,Success,Failed,False,False,3,Bank Transfer,Invalid Account
TXN000284,45810692,55059033,529000,2026-07-24 05:30:00,Failed,Failed,True,True,2,Bank Transfer,Insufficient Funds
TXN000285,42717505,26787570,295000,2026-07-24 05:40:00,Success,Failed,True,True,2,Bank Transfer,Network Timeout
TXN000286,34701149,86954004,275000,2026-07-24 05:50:00,Success,Success,True,True,0,Bank Transfer,Duplicate Transfer
TXN000287,59995227,56736526,725000,2026-07-24 06:00:00,Success,Failed,True,False,3,Bank Transfer,Beneficiary Mismatch
TXN000288,76941723,42047603,888000,2026-07-24 06:10:00,Success,Pending,True,True,4,Bank Transfer,Pending Settlement
TXN000289,31995347,36527364,796000,2026-07-24 06:20:00,Failed,Failed,True,True,1,Bank Transfer,Bank Service Unavailable
TXN000290,72662696,26182590,192000,2026-07-24 06:30:00,Success,Failed,True,True,2,Bank Transfer,Fraud Review Required
TXN000291,21662165,49874656,731000,2026-07-24 06:40:00,Success,Failed,True,True,3,Bank Transfer,Partial Processing
TXN000292,23049069,12623629,253000,2026-07-24 06:50:00,Success,Success,True,True,2,Bank Transfer,Successful Transfer
TXN000293,92638182,37412137,613000,2026-07-24 07:00:00,Success,Failed,False,False,3,Bank Transfer,Invalid Account
TXN000294,90713337,90898966,269000,2026-07-24 07:10:00,Failed,Failed,True,True,4,Bank Transfer,Insufficient Funds
TXN000295,58969358,51889205,443000,2026-07-24 07:20:00,Success,Failed,True,True,4,Bank Transfer,Network Timeout
TXN000296,26996391,65433264,151000,2026-07-24 07:30:00,Success,Success,True,True,4,Bank Transfer,Duplicate Transfer
TXN000297,76747822,30849191,789000,2026-07-24 07:40:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000298,64668410,28114736,932000,2026-07-24 07:50:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000299,41111254,21984895,22000,2026-07-24 08:00:00,Failed,Failed,True,True,1,Bank Transfer,Bank Service Unavailable
TXN000300,44274400,50711419,978000,2026-07-24 08:10:00,Success,Failed,True,True,4,Bank Transfer,Fraud Review Required
TXN000301,13906243,42936273,569000,2026-07-24 08:20:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000302,90692033,28410815,447000,2026-07-24 08:30:00,Success,Success,True,True,1,Bank Transfer,Successful Transfer
TXN000303,69373972,86780801,162000,2026-07-24 08:40:00,Success,Failed,False,False,1,Bank Transfer,Invalid Account
TXN000304,22318149,48862167,211000,2026-07-24 08:50:00,Failed,Failed,True,True,0,Bank Transfer,Insufficient Funds
TXN000305,61411170,80320453,116000,2026-07-24 09:00:00,Success,Failed,True,True,0,Bank Transfer,Network Timeout
TXN000306,45490094,11995459,651000,2026-07-24 09:10:00,Success,Success,True,True,4,Bank Transfer,Duplicate Transfer
TXN000307,65296095,30784601,405000,2026-07-24 09:20:00,Success,Failed,True,False,4,Bank Transfer,Beneficiary Mismatch
TXN000308,76839073,56096749,319000,2026-07-24 09:30:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000309,87106052,24037211,249000,2026-07-24 09:40:00,Failed,Failed,True,True,4,Bank Transfer,Bank Service Unavailable
TXN000310,54979193,18550847,918000,2026-07-24 09:50:00,Success,Failed,True,True,0,Bank Transfer,Fraud Review Required
TXN000311,96154440,21121787,228000,2026-07-24 10:00:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000312,42501145,50139977,984000,2026-07-24 10:10:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000313,52315974,34834409,385000,2026-07-24 10:20:00,Success,Failed,False,False,2,Bank Transfer,Invalid Account
TXN000314,95819289,94797433,702000,2026-07-24 10:30:00,Failed,Failed,True,True,1,Bank Transfer,Insufficient Funds
TXN000315,51976282,10008692,966000,2026-07-24 10:40:00,Success,Failed,True,True,2,Bank Transfer,Network Timeout
TXN000316,62740443,97867416,122000,2026-07-24 10:50:00,Success,Success,True,True,2,Bank Transfer,Duplicate Transfer
TXN000317,38072905,74159467,357000,2026-07-24 11:00:00,Success,Failed,True,False,3,Bank Transfer,Beneficiary Mismatch
TXN000318,78949643,51425268,630000,2026-07-24 11:10:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000319,77166490,68236229,806000,2026-07-24 11:20:00,Failed,Failed,True,True,2,Bank Transfer,Bank Service Unavailable
TXN000320,59498484,46905991,282000,2026-07-24 11:30:00,Success,Failed,True,True,2,Bank Transfer,Fraud Review Required
TXN000321,22968016,79266710,814000,2026-07-24 11:40:00,Success,Failed,True,True,0,Bank Transfer,Partial Processing
TXN000322,29256216,68783361,307000,2026-07-24 11:50:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000323,38135646,85212397,835000,2026-07-24 12:00:00,Success,Failed,False,False,3,Bank Transfer,Invalid Account
TXN000324,96323435,62014224,137000,2026-07-24 12:10:00,Failed,Failed,True,True,2,Bank Transfer,Insufficient Funds
TXN000325,63864587,52701895,716000,2026-07-24 12:20:00,Success,Failed,True,True,4,Bank Transfer,Network Timeout
TXN000326,54113704,72255603,608000,2026-07-24 12:30:00,Success,Success,True,True,4,Bank Transfer,Duplicate Transfer
TXN000327,70789958,97293848,949000,2026-07-24 12:40:00,Success,Failed,True,False,3,Bank Transfer,Beneficiary Mismatch
TXN000328,82204248,77182754,311000,2026-07-24 12:50:00,Success,Pending,True,True,3,Bank Transfer,Pending Settlement
TXN000329,79664934,99400819,729000,2026-07-24 13:00:00,Failed,Failed,True,True,0,Bank Transfer,Bank Service Unavailable
TXN000330,34139399,23790682,690000,2026-07-24 13:10:00,Success,Failed,True,True,1,Bank Transfer,Fraud Review Required
TXN000331,31178298,26333960,296000,2026-07-24 13:20:00,Success,Failed,True,True,3,Bank Transfer,Partial Processing
TXN000332,17163569,35833697,771000,2026-07-24 13:30:00,Success,Success,True,True,0,Bank Transfer,Successful Transfer
TXN000333,98177581,20100291,406000,2026-07-24 13:40:00,Success,Failed,False,False,4,Bank Transfer,Invalid Account
TXN000334,50979665,79975850,274000,2026-07-24 13:50:00,Failed,Failed,True,True,3,Bank Transfer,Insufficient Funds
TXN000335,40531496,86029979,865000,2026-07-24 14:00:00,Success,Failed,True,True,2,Bank Transfer,Network Timeout
TXN000336,39885499,23189574,31000,2026-07-24 14:10:00,Success,Success,True,True,2,Bank Transfer,Duplicate Transfer
TXN000337,61624955,24848463,171000,2026-07-24 14:20:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000338,83930156,64492646,428000,2026-07-24 14:30:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000339,55260689,30245790,591000,2026-07-24 14:40:00,Failed,Failed,True,True,2,Bank Transfer,Bank Service Unavailable
TXN000340,40376933,52903579,478000,2026-07-24 14:50:00,Success,Failed,True,True,0,Bank Transfer,Fraud Review Required
TXN000341,85478226,89244777,81000,2026-07-24 15:00:00,Success,Failed,True,True,4,Bank Transfer,Partial Processing
TXN000342,93858253,14806167,751000,2026-07-24 15:10:00,Success,Success,True,True,1,Bank Transfer,Successful Transfer
TXN000343,29768288,30464704,150000,2026-07-24 15:20:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000344,64526654,61172791,657000,2026-07-24 15:30:00,Failed,Failed,True,True,3,Bank Transfer,Insufficient Funds
TXN000345,67881970,49378525,90000,2026-07-24 15:40:00,Success,Failed,True,True,0,Bank Transfer,Network Timeout
TXN000346,88145180,95389661,898000,2026-07-24 15:50:00,Success,Success,True,True,1,Bank Transfer,Duplicate Transfer
TXN000347,23441419,35601465,645000,2026-07-24 16:00:00,Success,Failed,True,False,1,Bank Transfer,Beneficiary Mismatch
TXN000348,53620139,56882625,889000,2026-07-24 16:10:00,Success,Pending,True,True,3,Bank Transfer,Pending Settlement
TXN000349,69948381,67496254,873000,2026-07-24 16:20:00,Failed,Failed,True,True,3,Bank Transfer,Bank Service Unavailable
TXN000350,92197774,30080650,983000,2026-07-24 16:30:00,Success,Failed,True,True,4,Bank Transfer,Fraud Review Required
TXN000351,49945859,45212128,560000,2026-07-24 16:40:00,Success,Failed,True,True,1,Bank Transfer,Partial Processing
TXN000352,84760620,37582105,852000,2026-07-24 16:50:00,Success,Success,True,True,3,Bank Transfer,Successful Transfer
TXN000353,66756958,72845001,251000,2026-07-24 17:00:00,Success,Failed,False,False,0,Bank Transfer,Invalid Account
TXN000354,12965330,20213413,56000,2026-07-24 17:10:00,Failed,Failed,True,True,3,Bank Transfer,Insufficient Funds
TXN000355,88956611,15328486,612000,2026-07-24 17:20:00,Success,Failed,True,True,0,Bank Transfer,Network Timeout
TXN000356,95518310,53142515,990000,2026-07-24 17:30:00,Success,Success,True,True,2,Bank Transfer,Duplicate Transfer
TXN000357,86530328,72781789,581000,2026-07-24 17:40:00,Success,Failed,True,False,4,Bank Transfer,Beneficiary Mismatch
TXN000358,77958779,60608572,397000,2026-07-24 17:50:00,Success,Pending,True,True,2,Bank Transfer,Pending Settlement
TXN000359,41814719,61133940,668000,2026-07-24 18:00:00,Failed,Failed,True,True,3,Bank Transfer,Bank Service Unavailable
TXN000360,48339000,23318618,816000,2026-07-24 18:10:00,Success,Failed,True,True,1,Bank Transfer,Fraud Review Required
TXN000361,44835618,25515871,347000,2026-07-24 18:20:00,Success,Failed,True,True,3,Bank Transfer,Partial Processing
TXN000362,11647483,69596970,79000,2026-07-24 18:30:00,Success,Success,True,True,2,Bank Transfer,Successful Transfer
TXN000363,90073492,98347970,749000,2026-07-24 18:40:00,Success,Failed,False,False,2,Bank Transfer,Invalid Account
TXN000364,22877512,84131726,241000,2026-07-24 18:50:00,Failed,Failed,True,True,2,Bank Transfer,Insufficient Funds
TXN000365,33167668,98623229,902000,2026-07-24 19:00:00,Success,Failed,True,True,4,Bank Transfer,Network Timeout
TXN000366,29870120,37387044,373000,2026-07-24 19:10:00,Success,Success,True,True,1,Bank Transfer,Duplicate Transfer
TXN000367,39247485,67854642,730000,2026-07-24 19:20:00,Success,Failed,True,False,4,Bank Transfer,Beneficiary Mismatch
TXN000368,37257293,81475449,493000,2026-07-24 19:30:00,Success,Pending,True,True,1,Bank Transfer,Pending Settlement
TXN000369,28066556,13734912,994000,2026-07-24 19:40:00,Failed,Failed,True,True,2,Bank Transfer,Bank Service Unavailable
TXN000370,58562135,29037159,220000,2026-07-24 19:50:00,Success,Failed,True,True,3,Bank Transfer,Fraud Review Required
TXN000371,90036569,67189908,613000,2026-07-24 20:00:00,Success,Failed,True,True,2,Bank Transfer,Partial Processing
TXN000372,78218553,37484583,700000,2026-07-24 20:10:00,Success,Success,True,True,2,Bank Transfer,Successful Transfer
